#TAXONOMY	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU5958	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	Anaerolinea_thermophila
OTU6303	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	Anaerolinea_thermolimosa
OTU6206	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
OTU6276	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
OTU5502	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
OTU5649	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
OTU6622	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
OTU6410	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
OTU6707	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Bellilinea	Bellilinea_caldifistulae
OTU5189	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Thermanaerothrix	Thermanaerothrix_daxensis
OTU5208	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
OTU5329	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
OTU5345	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
OTU5366	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Levilinea	Levilinea_saccharolytica
OTU5348	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
OTU5236	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	Chthonomonas_calidirosea
OTU7234	Bacteria	Actinobacteria	Actinobacteria	NA	NA	NA	NA
OTU7368	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	Chthonomonas_calidirosea
OTU3298	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	Chthonomonas_calidirosea
OTU4987	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonas	Fimbriimonas_ginsengisoli
OTU4496	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonas	Fimbriimonas_ginsengisoli
OTU5397	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonas	Fimbriimonas_ginsengisoli
OTU5341	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonas	Fimbriimonas_ginsengisoli
OTU5362	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonas	Fimbriimonas_ginsengisoli
OTU5654	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	Armatimonadaceae	Armatimonas	Armatimonas_rosea
OTU5647	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	Armatimonadaceae	Armatimonas	Armatimonas_rosea
OTU1694	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Tumebacillus	Tumebacillus_algifaecis
OTU183	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_crispatus
OTU1790	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
OTU2001	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_garvieae
OTU1699	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis
OTU1490	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_pseudofirmus
OTU1401	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
OTU1453	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anaerobacillus	NA
OTU1526	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_simplex
OTU6843	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_drentensis
OTU1470	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_aryabhattai
OTU1397	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_weihenstephanensis
OTU1395	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_gallinarum
OTU2637	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Cohnella	Cohnella_panacarvi
OTU2660	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Cohnella	Cohnella_panacarvi
OTU1242	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_tundrae
OTU1760	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_prosopidis
OTU7136	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_pocheonensis
OTU6205	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA	NA
OTU1829	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Kroppenstedtia	Kroppenstedtia_guangzhouensis
OTU1662	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Moorella	Moorella_thermoacetica
OTU1802	Bacteria	Proteobacteria	Deltaproteobacteria	Not_Available	Not_Available	Deferrisoma	Deferrisoma_camini
OTU3895	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA
OTU3900	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_phototrophica
OTU3780	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_phototrophica
OTU3799	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_phototrophica
OTU4108	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA
OTU3587	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA
OTU1563	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_aurantiaca
OTU4070	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_phototrophica
OTU3860	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_phototrophica
OTU3768	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_phototrophica
OTU3398	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_aurantiaca
OTU3383	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_aurantiaca
OTU3395	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA
OTU2861	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_aurantiaca
OTU3723	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA
OTU3951	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_aurantiaca
OTU4057	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_aurantiaca
OTU4068	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_phototrophica
OTU3569	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_phototrophica
OTU4028	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_aurantiaca
OTU3453	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_aurantiaca
OTU3504	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_aurantiaca
OTU3747	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_aurantiaca
OTU4001	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_aurantiaca
OTU1684	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_phototrophica
OTU1940	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_aurantiaca
OTU1577	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_phototrophica
OTU2248	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_phototrophica
OTU2252	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_phototrophica
OTU1446	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_phototrophica
OTU1842	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_phototrophica
OTU1834	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_aurantiaca
OTU3259	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_aurantiaca
OTU4441	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_aurantiaca
OTU4206	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_aurantiaca
OTU3221	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA
OTU4881	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_aurantiaca
OTU4880	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_aurantiaca
OTU5307	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_aurantiaca
OTU5270	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_aurantiaca
OTU4877	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_aurantiaca
OTU5180	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_aurantiaca
OTU5398	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_aurantiaca
OTU5349	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_aurantiaca
OTU5422	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_aurantiaca
OTU1450	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_aurantiaca
OTU938	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter_luticola
OTU839	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_aurantiaca
OTU1238	Bacteria	Acidobacteria	Not_Available	Not_Available	Not_Available	Thermoanaerobaculum	Thermoanaerobaculum_aquaticum
OTU698	Bacteria	Acidobacteria	Not_Available	Not_Available	Not_Available	Thermoanaerobaculum	Thermoanaerobaculum_aquaticum
OTU1418	Bacteria	Acidobacteria	Not_Available	Not_Available	Not_Available	Thermoanaerobaculum	Thermoanaerobaculum_aquaticum
OTU1214	Bacteria	Acidobacteria	Not_Available	Not_Available	Not_Available	Thermoanaerobaculum	Thermoanaerobaculum_aquaticum
OTU1198	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	NA
OTU2592	Bacteria	Acidobacteria	Not_Available	Not_Available	Not_Available	Thermoanaerobaculum	Thermoanaerobaculum_aquaticum
OTU2578	Bacteria	Acidobacteria	Not_Available	Not_Available	Not_Available	Thermoanaerobaculum	Thermoanaerobaculum_aquaticum
OTU3818	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfonatronaceae	Desulfonatronum	Desulfonatronum_zhilinae
OTU2709	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	Holophaga	Holophaga_foetida
OTU2585	Bacteria	Acidobacteria	Not_Available	Not_Available	Not_Available	Thermoanaerobaculum	Thermoanaerobaculum_aquaticum
OTU2755	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfonatronaceae	Desulfonatronum	Desulfonatronum_thiodismutans
OTU3362	Bacteria	Acidobacteria	Not_Available	Not_Available	Not_Available	Thermoanaerobaculum	Thermoanaerobaculum_aquaticum
OTU2565	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	NA	NA
OTU2757	Bacteria	Acidobacteria	Not_Available	Not_Available	Not_Available	Thermoanaerobaculum	Thermoanaerobaculum_aquaticum
OTU2562	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfonatronaceae	Desulfonatronum	Desulfonatronum_thiodismutans
OTU2548	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	NA	NA
OTU3505	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter_sulfurreducens
OTU3520	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfonatronaceae	Desulfonatronum	Desulfonatronum_thiosulfatophilum
OTU725	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Conexibacteraceae	Conexibacter	NA
OTU465	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	NA
OTU882	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	NA	NA
OTU2591	Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermodesulfatator	Thermodesulfatator_atlanticus
OTU2202	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio_alcoholivorans
OTU2161	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	Holophaga	Holophaga_foetida
OTU1333	Bacteria	Acidobacteria	Not_Available	Not_Available	Not_Available	Thermoanaerobaculum	Thermoanaerobaculum_aquaticum
OTU1485	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	Holophaga	Holophaga_foetida
OTU1172	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	NA	NA
OTU1099	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter_metallireducens
OTU1220	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	NA
OTU1271	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter_sulfurreducens
OTU1159	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	NA
OTU1262	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	Holophaga	Holophaga_foetida
OTU1216	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	NA
OTU1195	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	NA
OTU861	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	NA	NA
OTU1157	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	NA	NA	NA
OTU637	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	NA
OTU874	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	NA
OTU1072	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	NA
OTU1089	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Granulicella	Granulicella_tundricola
OTU1126	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Granulicella	Granulicella_tundricola
OTU1215	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Desulfobacca	Desulfobacca_acetoxidans
OTU1160	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	NA
OTU1178	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Occallatibacter	Occallatibacter_riparius
OTU1177	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	NA	NA
OTU1495	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Occallatibacter	NA
OTU1132	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Occallatibacter	NA
OTU1167	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Occallatibacter	NA
OTU1096	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Occallatibacter	Occallatibacter_riparius
OTU1439	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	NA	NA	NA
OTU1139	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	NA
OTU1088	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	NA
OTU1143	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	NA
OTU1100	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	NA
OTU1094	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	NA
OTU1327	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	NA
OTU1462	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter_sulfurreducens
OTU1400	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Granulicella	NA
OTU1482	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter_sulfurreducens
OTU1375	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter_sulfurreducens
OTU1592	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Occallatibacter	Occallatibacter_savannae
OTU1605	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Occallatibacter	NA
OTU1264	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	NA
OTU1478	Bacteria	Acidobacteria	NA	NA	NA	NA	NA
OTU1438	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter_sulfurreducens
OTU1477	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	NA
OTU1422	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Granulicella	NA
OTU2882	Bacteria	Firmicutes	Bacilli	Bacillales	Not_Available	Not_Available	[Bacillus]_thermocloacae
OTU1310	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter_sulfurreducens
OTU1604	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Occallatibacter	Occallatibacter_savannae
OTU2352	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulfovirga	Desulfovirga_adipica
OTU1789	Bacteria	Acidobacteria	Blastocatellia	Not_Available	Not_Available	Tellurimicrobium	Tellurimicrobium_multivorans
OTU2308	Bacteria	Acidobacteria	Blastocatellia	Not_Available	Not_Available	Pyrinomonas	Pyrinomonas_methylaliphatogenes
OTU2508	Bacteria	Acidobacteria	Blastocatellia	Not_Available	Not_Available	Pyrinomonas	Pyrinomonas_methylaliphatogenes
OTU2677	Bacteria	Acidobacteria	Blastocatellia	Not_Available	Not_Available	NA	NA
OTU3939	Bacteria	Acidobacteria	Blastocatellia	Not_Available	Not_Available	Stenotrophobacter	Stenotrophobacter_roseus
OTU3890	Bacteria	Acidobacteria	Blastocatellia	Not_Available	Not_Available	Stenotrophobacter	NA
OTU4531	Bacteria	Acidobacteria	Blastocatellia	Not_Available	Not_Available	Stenotrophobacter	Stenotrophobacter_terrae
OTU4269	Bacteria	Acidobacteria	Blastocatellia	Not_Available	Not_Available	Aridibacter	Aridibacter_famidurans
OTU4486	Bacteria	Acidobacteria	Blastocatellia	Not_Available	Not_Available	Aridibacter	Aridibacter_famidurans
OTU4384	Bacteria	Acidobacteria	Blastocatellia	Not_Available	Not_Available	Stenotrophobacter	Stenotrophobacter_terrae
OTU4061	Bacteria	Acidobacteria	Blastocatellia	Not_Available	Not_Available	Stenotrophobacter	Stenotrophobacter_terrae
OTU4332	Bacteria	Acidobacteria	Blastocatellia	Not_Available	Not_Available	Stenotrophobacter	Stenotrophobacter_terrae
OTU4251	Bacteria	Acidobacteria	Blastocatellia	Not_Available	Not_Available	Stenotrophobacter	NA
OTU4051	Bacteria	Acidobacteria	Blastocatellia	Not_Available	Not_Available	NA	NA
OTU329	Bacteria	Acidobacteria	Blastocatellia	Not_Available	Not_Available	Blastocatella	Blastocatella_fastidiosa
OTU284	Bacteria	Acidobacteria	Blastocatellia	Not_Available	Not_Available	Pyrinomonas	Pyrinomonas_methylaliphatogenes
OTU470	Bacteria	Acidobacteria	Blastocatellia	Not_Available	Not_Available	Blastocatella	Blastocatella_fastidiosa
OTU145	Bacteria	Acidobacteria	Blastocatellia	Not_Available	Not_Available	Blastocatella	Blastocatella_fastidiosa
OTU317	Bacteria	Acidobacteria	Blastocatellia	Not_Available	Not_Available	NA	NA
OTU352	Bacteria	Acidobacteria	Blastocatellia	Not_Available	Not_Available	Blastocatella	Blastocatella_fastidiosa
OTU392	Bacteria	Acidobacteria	Blastocatellia	Not_Available	Not_Available	Pyrinomonas	Pyrinomonas_methylaliphatogenes
OTU315	Bacteria	Acidobacteria	Blastocatellia	Not_Available	Not_Available	NA	NA
OTU296	Bacteria	Acidobacteria	Blastocatellia	Not_Available	Not_Available	Tellurimicrobium	Tellurimicrobium_multivorans
OTU300	Bacteria	Acidobacteria	Blastocatellia	Not_Available	Not_Available	Blastocatella	Blastocatella_fastidiosa
OTU311	Bacteria	Acidobacteria	Blastocatellia	Not_Available	Not_Available	NA	NA
OTU113	Bacteria	Acidobacteria	Blastocatellia	Not_Available	Not_Available	Blastocatella	Blastocatella_fastidiosa
OTU429	Bacteria	Acidobacteria	Blastocatellia	Not_Available	Not_Available	NA	NA
OTU504	Bacteria	Acidobacteria	Blastocatellia	Not_Available	Not_Available	Blastocatella	Blastocatella_fastidiosa
OTU368	Bacteria	Acidobacteria	Blastocatellia	Not_Available	Not_Available	Blastocatella	Blastocatella_fastidiosa
OTU118	Bacteria	Acidobacteria	Blastocatellia	Not_Available	Not_Available	Tellurimicrobium	Tellurimicrobium_multivorans
OTU318	Bacteria	Acidobacteria	Blastocatellia	Not_Available	Not_Available	NA	NA
OTU328	Bacteria	Acidobacteria	Blastocatellia	Not_Available	Not_Available	Blastocatella	Blastocatella_fastidiosa
OTU3211	Bacteria	Acidobacteria	Blastocatellia	Not_Available	Not_Available	NA	NA
OTU3393	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Occallatibacter	Occallatibacter_riparius
OTU3199	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	NA	NA
OTU3360	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Occallatibacter	Occallatibacter_savannae
OTU3608	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidobacterium	Acidobacterium_capsulatum
OTU3613	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidobacterium	Acidobacterium_capsulatum
OTU3600	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidobacterium	Acidobacterium_capsulatum
OTU3653	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidobacterium	Acidobacterium_capsulatum
OTU4699	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	NA	NA
OTU4494	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	NA	NA
OTU4480	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	NA	NA
OTU4569	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	NA	NA
OTU4814	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	NA	NA
OTU4537	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	NA	NA
OTU4586	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	NA	NA
OTU5849	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Terriglobus	Terriglobus_albidus
OTU5871	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Edaphobacter	Edaphobacter_modestus
